居住地_省,居住地_市,就业地_省,就业地_市,count
浙江省,舟山市,江苏省,扬州市,7
安徽省,芜湖市,江苏省,扬州市,35
江苏省,苏州市,江苏省,扬州市,585
安徽省,蚌埠市,江苏省,扬州市,62
浙江省,衢州市,江苏省,扬州市,7
江苏省,连云港市,江苏省,扬州市,127
浙江省,金华市,江苏省,扬州市,33
安徽省,铜陵市,江苏省,扬州市,11
江苏省,镇江市,江苏省,扬州市,917
安徽省,阜阳市,江苏省,扬州市,45
安徽省,马鞍山市,江苏省,扬州市,28
安徽省,黄山市,江苏省,扬州市,10
上海市,上海市,江苏省,无锡市,2477
浙江省,丽水市,江苏省,无锡市,18
安徽省,亳州市,江苏省,无锡市,178
安徽省,六安市,江苏省,无锡市,164
江苏省,南京市,江苏省,无锡市,965
江苏省,南通市,江苏省,无锡市,715
浙江省,台州市,江苏省,无锡市,96
安徽省,合肥市,江苏省,无锡市,317
浙江省,嘉兴市,江苏省,无锡市,233
浙江省,宁波市,江苏省,无锡市,204
安徽省,安庆市,江苏省,无锡市,41
安徽省,宣城市,江苏省,无锡市,126
安徽省,宿州市,江苏省,无锡市,203
江苏省,宿迁市,江苏省,无锡市,399
江苏省,常州市,江苏省,无锡市,4439
江苏省,徐州市,江苏省,无锡市,419
江苏省,扬州市,江苏省,无锡市,303
浙江省,杭州市,江苏省,无锡市,489
安徽省,池州市,江苏省,无锡市,50
江苏省,泰州市,江苏省,无锡市,962
安徽省,淮北市,江苏省,无锡市,47
安徽省,淮南市,江苏省,无锡市,59
江苏省,淮安市,江苏省,无锡市,282
浙江省,温州市,江苏省,无锡市,134
浙江省,湖州市,江苏省,无锡市,203
安徽省,滁州市,江苏省,无锡市,153
江苏省,盐城市,江苏省,无锡市,599
浙江省,绍兴市,江苏省,无锡市,133
浙江省,舟山市,江苏省,无锡市,29
安徽省,芜湖市,江苏省,无锡市,101
江苏省,苏州市,江苏省,无锡市,8285
安徽省,蚌埠市,江苏省,无锡市,99
浙江省,衢州市,江苏省,无锡市,26
江苏省,连云港市,江苏省,无锡市,185
浙江省,金华市,江苏省,无锡市,138
安徽省,铜陵市,江苏省,无锡市,120
江苏省,镇江市,江苏省,无锡市,345
安徽省,阜阳市,江苏省,无锡市,166
安徽省,马鞍山市,江苏省,无锡市,109
安徽省,黄山市,江苏省,无锡市,26
上海市,上海市,浙江省,杭州市,5188
浙江省,丽水市,浙江省,杭州市,395
安徽省,亳州市,浙江省,杭州市,295
安徽省,六安市,浙江省,杭州市,233
江苏省,南京市,浙江省,杭州市,814
江苏省,南通市,浙江省,杭州市,271
浙江省,台州市,浙江省,杭州市,983
安徽省,合肥市,浙江省,杭州市,486
浙江省,嘉兴市,浙江省,杭州市,6840
浙江省,宁波市,浙江省,杭州市,2170
安徽省,安庆市,浙江省,杭州市,216
安徽省,宣城市,浙江省,杭州市,274
安徽省,宿州市,浙江省,杭州市,291
江苏省,宿迁市,浙江省,杭州市,210
江苏省,常州市,浙江省,杭州市,265
江苏省,徐州市,浙江省,杭州市,225
江苏省,扬州市,浙江省,杭州市,133
江苏省,无锡市,浙江省,杭州市,478
安徽省,池州市,浙江省,杭州市,127
江苏省,泰州市,浙江省,杭州市,124
安徽省,淮北市,浙江省,杭州市,106
安徽省,淮南市,浙江省,杭州市,73
江苏省,淮安市,浙江省,杭州市,102
浙江省,温州市,浙江省,杭州市,1195
浙江省,湖州市,浙江省,杭州市,3394
安徽省,滁州市,浙江省,杭州市,141
江苏省,盐城市,浙江省,杭州市,160
浙江省,绍兴市,浙江省,杭州市,4970
浙江省,舟山市,浙江省,杭州市,206
安徽省,芜湖市,浙江省,杭州市,171
江苏省,苏州市,浙江省,杭州市,1430
安徽省,蚌埠市,浙江省,杭州市,163
浙江省,衢州市,浙江省,杭州市,845
江苏省,连云港市,浙江省,杭州市,101
浙江省,金华市,浙江省,杭州市,2162
安徽省,铜陵市,浙江省,杭州市,51
江苏省,镇江市,浙江省,杭州市,109
安徽省,阜阳市,浙江省,杭州市,510
安徽省,马鞍山市,浙江省,杭州市,86
安徽省,黄山市,浙江省,杭州市,344
上海市,上海市,安徽省,池州市,277
浙江省,丽水市,安徽省,池州市,4
安徽省,亳州市,安徽省,池州市,34
安徽省,六安市,安徽省,池州市,141
江苏省,南京市,安徽省,池州市,133
江苏省,南通市,安徽省,池州市,17
浙江省,台州市,安徽省,池州市,22
安徽省,合肥市,安徽省,池州市,528
浙江省,嘉兴市,安徽省,池州市,51
浙江省,宁波市,安徽省,池州市,58
安徽省,安庆市,安徽省,池州市,8038
安徽省,宣城市,安徽省,池州市,54
安徽省,宿州市,安徽省,池州市,29
江苏省,宿迁市,安徽省,池州市,2
江苏省,常州市,安徽省,池州市,46
江苏省,徐州市,安徽省,池州市,15
江苏省,扬州市,安徽省,池州市,16
江苏省,无锡市,安徽省,池州市,42
浙江省,杭州市,安徽省,池州市,141
江苏省,泰州市,安徽省,池州市,10
安徽省,淮北市,安徽省,池州市,9
安徽省,淮南市,安徽省,池州市,23
江苏省,淮安市,安徽省,池州市,3
浙江省,温州市,安徽省,池州市,23
浙江省,湖州市,安徽省,池州市,34
安徽省,滁州市,安徽省,池州市,27
江苏省,盐城市,安徽省,池州市,11
浙江省,绍兴市,安徽省,池州市,20
浙江省,舟山市,安徽省,池州市,6
安徽省,芜湖市,安徽省,池州市,143
江苏省,苏州市,安徽省,池州市,107
安徽省,蚌埠市,安徽省,池州市,40
浙江省,衢州市,安徽省,池州市,7
江苏省,连云港市,安徽省,池州市,6
浙江省,金华市,安徽省,池州市,22
安徽省,铜陵市,安徽省,池州市,437
江苏省,镇江市,安徽省,池州市,9
安徽省,阜阳市,安徽省,池州市,31
安徽省,马鞍山市,安徽省,池州市,52
安徽省,黄山市,安徽省,池州市,273
上海市,上海市,江苏省,泰州市,1111
浙江省,丽水市,江苏省,泰州市,3
安徽省,亳州市,江苏省,泰州市,35
安徽省,六安市,江苏省,泰州市,27
江苏省,南京市,江苏省,泰州市,716
江苏省,南通市,江苏省,泰州市,992
浙江省,台州市,江苏省,泰州市,32
安徽省,合肥市,江苏省,泰州市,84
浙江省,嘉兴市,江苏省,泰州市,93
浙江省,宁波市,江苏省,泰州市,89
安徽省,安庆市,江苏省,泰州市,28
安徽省,宣城市,江苏省,泰州市,21
安徽省,宿州市,江苏省,泰州市,56
江苏省,宿迁市,江苏省,泰州市,124
江苏省,常州市,江苏省,泰州市,444
江苏省,徐州市,江苏省,泰州市,140
江苏省,扬州市,江苏省,泰州市,1930
江苏省,无锡市,江苏省,泰州市,1279
浙江省,杭州市,江苏省,泰州市,156
安徽省,池州市,江苏省,泰州市,21
安徽省,淮北市,江苏省,泰州市,25
安徽省,淮南市,江苏省,泰州市,12
江苏省,淮安市,江苏省,泰州市,144
浙江省,温州市,江苏省,泰州市,105
浙江省,湖州市,江苏省,泰州市,63
安徽省,滁州市,江苏省,泰州市,37
江苏省,盐城市,江苏省,泰州市,1373
浙江省,绍兴市,江苏省,泰州市,43
浙江省,舟山市,江苏省,泰州市,24
安徽省,芜湖市,江苏省,泰州市,49
江苏省,苏州市,江苏省,泰州市,1137
安徽省,蚌埠市,江苏省,泰州市,35
浙江省,衢州市,江苏省,泰州市,8
江苏省,连云港市,江苏省,泰州市,103
浙江省,金华市,江苏省,泰州市,47
安徽省,铜陵市,江苏省,泰州市,11
江苏省,镇江市,江苏省,泰州市,302
安徽省,阜阳市,江苏省,泰州市,30
安徽省,马鞍山市,江苏省,泰州市,45
安徽省,黄山市,江苏省,泰州市,4
上海市,上海市,安徽省,淮北市,301
浙江省,丽水市,安徽省,淮北市,2
安徽省,亳州市,安徽省,淮北市,1238
安徽省,六安市,安徽省,淮北市,43
江苏省,南京市,安徽省,淮北市,156
江苏省,南通市,安徽省,淮北市,43
浙江省,台州市,安徽省,淮北市,19
安徽省,合肥市,安徽省,淮北市,357
浙江省,嘉兴市,安徽省,淮北市,38
浙江省,宁波市,安徽省,淮北市,63
安徽省,安庆市,安徽省,淮北市,24
安徽省,宣城市,安徽省,淮北市,16
安徽省,宿州市,安徽省,淮北市,1757
江苏省,宿迁市,安徽省,淮北市,16
江苏省,常州市,安徽省,淮北市,33
江苏省,徐州市,安徽省,淮北市,342
江苏省,扬州市,安徽省,淮北市,15
江苏省,无锡市,安徽省,淮北市,44
浙江省,杭州市,安徽省,淮北市,130
安徽省,池州市,安徽省,淮北市,13
江苏省,泰州市,安徽省,淮北市,29
安徽省,淮南市,安徽省,淮北市,48
江苏省,淮安市,安徽省,淮北市,16
浙江省,温州市,安徽省,淮北市,31
浙江省,湖州市,安徽省,淮北市,26
安徽省,滁州市,安徽省,淮北市,45
江苏省,盐城市,安徽省,淮北市,14
浙江省,绍兴市,安徽省,淮北市,16
浙江省,舟山市,安徽省,淮北市,2
安徽省,芜湖市,安徽省,淮北市,34
江苏省,苏州市,安徽省,淮北市,161
安徽省,蚌埠市,安徽省,淮北市,108
浙江省,衢州市,安徽省,淮北市,2
江苏省,连云港市,安徽省,淮北市,13
浙江省,金华市,安徽省,淮北市,22
安徽省,铜陵市,安徽省,淮北市,5
江苏省,镇江市,安徽省,淮北市,13
安徽省,阜阳市,安徽省,淮北市,167
安徽省,马鞍山市,安徽省,淮北市,36
安徽省,黄山市,安徽省,淮北市,9
上海市,上海市,安徽省,淮南市,785
浙江省,丽水市,安徽省,淮南市,1
安徽省,亳州市,安徽省,淮南市,520
安徽省,六安市,安徽省,淮南市,380
江苏省,南京市,安徽省,淮南市,130
江苏省,南通市,安徽省,淮南市,32
浙江省,台州市,安徽省,淮南市,17
安徽省,合肥市,安徽省,淮南市,1722
浙江省,嘉兴市,安徽省,淮南市,41
浙江省,宁波市,安徽省,淮南市,80
安徽省,安庆市,安徽省,淮南市,39
安徽省,宣城市,安徽省,淮南市,19
安徽省,宿州市,安徽省,淮南市,84
江苏省,宿迁市,安徽省,淮南市,12
江苏省,常州市,安徽省,淮南市,38
江苏省,徐州市,安徽省,淮南市,38
江苏省,扬州市,安徽省,淮南市,18
江苏省,无锡市,安徽省,淮南市,60
浙江省,杭州市,安徽省,淮南市,86
安徽省,池州市,安徽省,淮南市,31
江苏省,泰州市,安徽省,淮南市,20
安徽省,淮北市,安徽省,淮南市,68
江苏省,淮安市,安徽省,淮南市,10
浙江省,温州市,安徽省,淮南市,24
浙江省,湖州市,安徽省,淮南市,32
安徽省,滁州市,安徽省,淮南市,162
江苏省,盐城市,安徽省,淮南市,11
浙江省,绍兴市,安徽省,淮南市,30
浙江省,舟山市,安徽省,淮南市,3
安徽省,芜湖市,安徽省,淮南市,73
江苏省,苏州市,安徽省,淮南市,198
安徽省,蚌埠市,安徽省,淮南市,322
浙江省,衢州市,安徽省,淮南市,3
江苏省,连云港市,安徽省,淮南市,7
浙江省,金华市,安徽省,淮南市,40
安徽省,铜陵市,安徽省,淮南市,21
江苏省,镇江市,安徽省,淮南市,18
安徽省,阜阳市,安徽省,淮南市,1206
安徽省,马鞍山市,安徽省,淮南市,35
安徽省,黄山市,安徽省,淮南市,23
上海市,上海市,江苏省,淮安市,691
浙江省,丽水市,江苏省,淮安市,1
安徽省,亳州市,江苏省,淮安市,18
安徽省,六安市,江苏省,淮安市,26
江苏省,南京市,江苏省,淮安市,1195
江苏省,南通市,江苏省,淮安市,154
浙江省,台州市,江苏省,淮安市,27
安徽省,合肥市,江苏省,淮安市,51
浙江省,嘉兴市,江苏省,淮安市,48
浙江省,宁波市,江苏省,淮安市,33
安徽省,安庆市,江苏省,淮安市,52
安徽省,宣城市,江苏省,淮安市,13
安徽省,宿州市,江苏省,淮安市,52
江苏省,宿迁市,江苏省,淮安市,872
江苏省,常州市,江苏省,淮安市,199
江苏省,徐州市,江苏省,淮安市,246
江苏省,扬州市,江苏省,淮安市,481
江苏省,无锡市,江苏省,淮安市,317
浙江省,杭州市,江苏省,淮安市,121
安徽省,池州市,江苏省,淮安市,7
江苏省,泰州市,江苏省,淮安市,116
安徽省,淮北市,江苏省,淮安市,14
安徽省,淮南市,江苏省,淮安市,9
浙江省,温州市,江苏省,淮安市,15
浙江省,湖州市,江苏省,淮安市,28
安徽省,滁州市,江苏省,淮安市,449
江苏省,盐城市,江苏省,淮安市,410
浙江省,绍兴市,江苏省,淮安市,21
浙江省,舟山市,江苏省,淮安市,5
安徽省,芜湖市,江苏省,淮安市,31
江苏省,苏州市,江苏省,淮安市,752
安徽省,蚌埠市,江苏省,淮安市,42
浙江省,衢州市,江苏省,淮安市,4
江苏省,连云港市,江苏省,淮安市,507
浙江省,金华市,江苏省,淮安市,26
安徽省,铜陵市,江苏省,淮安市,7
江苏省,镇江市,江苏省,淮安市,170
安徽省,阜阳市,江苏省,淮安市,30
安徽省,马鞍山市,江苏省,淮安市,25
安徽省,黄山市,江苏省,淮安市,7
上海市,上海市,浙江省,温州市,767
浙江省,丽水市,浙江省,温州市,1390
安徽省,亳州市,浙江省,温州市,157
安徽省,六安市,浙江省,温州市,38
江苏省,南京市,浙江省,温州市,138
江苏省,南通市,浙江省,温州市,92
浙江省,台州市,浙江省,温州市,1297
安徽省,合肥市,浙江省,温州市,110
浙江省,嘉兴市,浙江省,温州市,249
浙江省,宁波市,浙江省,温州市,649
安徽省,安庆市,浙江省,温州市,80
安徽省,宣城市,浙江省,温州市,34
安徽省,宿州市,浙江省,温州市,163
江苏省,宿迁市,浙江省,温州市,77
江苏省,常州市,浙江省,温州市,71
江苏省,徐州市,浙江省,温州市,76
江苏省,扬州市,浙江省,温州市,26
江苏省,无锡市,浙江省,温州市,111
浙江省,杭州市,浙江省,温州市,1214
安徽省,池州市,浙江省,温州市,30
江苏省,泰州市,浙江省,温州市,69
安徽省,淮北市,浙江省,温州市,29
安徽省,淮南市,浙江省,温州市,21
江苏省,淮安市,浙江省,温州市,33
浙江省,湖州市,浙江省,温州市,135
安徽省,滁州市,浙江省,温州市,48
江苏省,盐城市,浙江省,温州市,56
浙江省,绍兴市,浙江省,温州市,234
浙江省,舟山市,浙江省,温州市,49
安徽省,芜湖市,浙江省,温州市,40
江苏省,苏州市,浙江省,温州市,324
安徽省,蚌埠市,浙江省,温州市,84
浙江省,衢州市,浙江省,温州市,135
江苏省,连云港市,浙江省,温州市,25
浙江省,金华市,浙江省,温州市,604
安徽省,铜陵市,浙江省,温州市,3
江苏省,镇江市,浙江省,温州市,29
安徽省,阜阳市,浙江省,温州市,357
安徽省,马鞍山市,浙江省,温州市,15
安徽省,黄山市,浙江省,温州市,18
上海市,上海市,浙江省,湖州市,1100
浙江省,丽水市,浙江省,湖州市,34
安徽省,亳州市,浙江省,湖州市,151
安徽省,六安市,浙江省,湖州市,79
江苏省,南京市,浙江省,湖州市,169
江苏省,南通市,浙江省,湖州市,126
浙江省,台州市,浙江省,湖州市,147
安徽省,合肥市,浙江省,湖州市,227
浙江省,嘉兴市,浙江省,湖州市,1184
浙江省,宁波市,浙江省,湖州市,404
安徽省,安庆市,浙江省,湖州市,373
安徽省,宣城市,浙江省,湖州市,403
安徽省,宿州市,浙江省,湖州市,180
江苏省,宿迁市,浙江省,湖州市,58
江苏省,常州市,浙江省,湖州市,151
江苏省,徐州市,浙江省,湖州市,119
江苏省,扬州市,浙江省,湖州市,57
江苏省,无锡市,浙江省,湖州市,282
浙江省,杭州市,浙江省,湖州市,4561
安徽省,池州市,浙江省,湖州市,47
江苏省,泰州市,浙江省,湖州市,59
安徽省,淮北市,浙江省,湖州市,53
安徽省,淮南市,浙江省,湖州市,31
江苏省,淮安市,浙江省,湖州市,64
浙江省,温州市,浙江省,湖州市,163
安徽省,滁州市,浙江省,湖州市,77
江苏省,盐城市,浙江省,湖州市,93
浙江省,绍兴市,浙江省,湖州市,313
浙江省,舟山市,浙江省,湖州市,44
安徽省,芜湖市,浙江省,湖州市,90
江苏省,苏州市,浙江省,湖州市,1496
安徽省,蚌埠市,浙江省,湖州市,73
浙江省,衢州市,浙江省,湖州市,78
江苏省,连云港市,浙江省,湖州市,61
浙江省,金华市,浙江省,湖州市,274
安徽省,铜陵市,浙江省,湖州市,30
江苏省,镇江市,浙江省,湖州市,54
安徽省,阜阳市,浙江省,湖州市,214
安徽省,马鞍山市,浙江省,湖州市,30
安徽省,黄山市,浙江省,湖州市,81
上海市,上海市,安徽省,滁州市,691
浙江省,丽水市,安徽省,滁州市,2
安徽省,亳州市,安徽省,滁州市,126
安徽省,六安市,安徽省,滁州市,96
江苏省,南京市,安徽省,滁州市,2362
江苏省,南通市,安徽省,滁州市,76
浙江省,台州市,安徽省,滁州市,45
安徽省,合肥市,安徽省,滁州市,1151
浙江省,嘉兴市,安徽省,滁州市,59
浙江省,宁波市,安徽省,滁州市,154
安徽省,安庆市,安徽省,滁州市,59
安徽省,宣城市,安徽省,滁州市,57
安徽省,宿州市,安徽省,滁州市,201
江苏省,宿迁市,安徽省,滁州市,194
江苏省,常州市,安徽省,滁州市,138
江苏省,徐州市,安徽省,滁州市,175
江苏省,扬州市,安徽省,滁州市,386
江苏省,无锡市,安徽省,滁州市,202
浙江省,杭州市,安徽省,滁州市,166
安徽省,池州市,安徽省,滁州市,45
江苏省,泰州市,安徽省,滁州市,54
安徽省,淮北市,安徽省,滁州市,79
安徽省,淮南市,安徽省,滁州市,201
江苏省,淮安市,安徽省,滁州市,411
浙江省,温州市,安徽省,滁州市,41
浙江省,湖州市,安徽省,滁州市,73
江苏省,盐城市,安徽省,滁州市,64
浙江省,绍兴市,安徽省,滁州市,31
浙江省,舟山市,安徽省,滁州市,1
安徽省,芜湖市,安徽省,滁州市,116
江苏省,苏州市,安徽省,滁州市,595
安徽省,蚌埠市,安徽省,滁州市,1439
浙江省,衢州市,安徽省,滁州市,10
江苏省,连云港市,安徽省,滁州市,69
浙江省,金华市,安徽省,滁州市,57
安徽省,铜陵市,安徽省,滁州市,24
江苏省,镇江市,安徽省,滁州市,128
安徽省,阜阳市,安徽省,滁州市,134
安徽省,马鞍山市,安徽省,滁州市,415
安徽省,黄山市,安徽省,滁州市,16
上海市,上海市,江苏省,盐城市,1819
浙江省,丽水市,江苏省,盐城市,6
安徽省,亳州市,江苏省,盐城市,19
安徽省,六安市,江苏省,盐城市,13
江苏省,南京市,江苏省,盐城市,733
江苏省,南通市,江苏省,盐城市,914
浙江省,台州市,江苏省,盐城市,54
安徽省,合肥市,江苏省,盐城市,85
浙江省,嘉兴市,江苏省,盐城市,95
浙江省,宁波市,江苏省,盐城市,115
安徽省,安庆市,江苏省,盐城市,8
安徽省,宣城市,江苏省,盐城市,19
安徽省,宿州市,江苏省,盐城市,43
江苏省,宿迁市,江苏省,盐城市,163
江苏省,常州市,江苏省,盐城市,270
江苏省,徐州市,江苏省,盐城市,197
江苏省,扬州市,江苏省,盐城市,270
江苏省,无锡市,江苏省,盐城市,718
浙江省,杭州市,江苏省,盐城市,198
安徽省,池州市,江苏省,盐城市,13
江苏省,泰州市,江苏省,盐城市,982
安徽省,淮北市,江苏省,盐城市,17
安徽省,淮南市,江苏省,盐城市,12
江苏省,淮安市,江苏省,盐城市,393
浙江省,温州市,江苏省,盐城市,52
浙江省,湖州市,江苏省,盐城市,73
安徽省,滁州市,江苏省,盐城市,41
浙江省,绍兴市,江苏省,盐城市,45
浙江省,舟山市,江苏省,盐城市,17
安徽省,芜湖市,江苏省,盐城市,35
江苏省,苏州市,江苏省,盐城市,1563
安徽省,蚌埠市,江苏省,盐城市,32
浙江省,衢州市,江苏省,盐城市,7
江苏省,连云港市,江苏省,盐城市,1132
浙江省,金华市,江苏省,盐城市,44
安徽省,铜陵市,江苏省,盐城市,8
江苏省,镇江市,江苏省,盐城市,150
安徽省,阜阳市,江苏省,盐城市,39
安徽省,马鞍山市,江苏省,盐城市,19
安徽省,黄山市,江苏省,盐城市,3
上海市,上海市,浙江省,绍兴市,869
浙江省,丽水市,浙江省,绍兴市,48
安徽省,亳州市,浙江省,绍兴市,70
安徽省,六安市,浙江省,绍兴市,26
江苏省,南京市,浙江省,绍兴市,104
江苏省,南通市,浙江省,绍兴市,61
浙江省,台州市,浙江省,绍兴市,228
安徽省,合肥市,浙江省,绍兴市,86
浙江省,嘉兴市,浙江省,绍兴市,448
浙江省,宁波市,浙江省,绍兴市,1274
安徽省,安庆市,浙江省,绍兴市,22
安徽省,宣城市,浙江省,绍兴市,17
安徽省,宿州市,浙江省,绍兴市,55
江苏省,宿迁市,浙江省,绍兴市,21
江苏省,常州市,浙江省,绍兴市,51
江苏省,徐州市,浙江省,绍兴市,42
江苏省,扬州市,浙江省,绍兴市,24
江苏省,无锡市,浙江省,绍兴市,105
浙江省,杭州市,浙江省,绍兴市,4758
安徽省,池州市,浙江省,绍兴市,18
江苏省,泰州市,浙江省,绍兴市,26
安徽省,淮北市,浙江省,绍兴市,25
安徽省,淮南市,浙江省,绍兴市,16
江苏省,淮安市,浙江省,绍兴市,17
浙江省,温州市,浙江省,绍兴市,197
浙江省,湖州市,浙江省,绍兴市,190
安徽省,滁州市,浙江省,绍兴市,24
江苏省,盐城市,浙江省,绍兴市,31
浙江省,舟山市,浙江省,绍兴市,31
安徽省,芜湖市,浙江省,绍兴市,22
江苏省,苏州市,浙江省,绍兴市,300
安徽省,蚌埠市,浙江省,绍兴市,41
浙江省,衢州市,浙江省,绍兴市,84
江苏省,连云港市,浙江省,绍兴市,21
浙江省,金华市,浙江省,绍兴市,660
安徽省,铜陵市,浙江省,绍兴市,9
江苏省,镇江市,浙江省,绍兴市,22
安徽省,阜阳市,浙江省,绍兴市,156
安徽省,马鞍山市,浙江省,绍兴市,9
安徽省,黄山市,浙江省,绍兴市,17
上海市,上海市,浙江省,舟山市,1593
浙江省,丽水市,浙江省,舟山市,2
安徽省,亳州市,浙江省,舟山市,27
安徽省,六安市,浙江省,舟山市,7
江苏省,南京市,浙江省,舟山市,47
江苏省,南通市,浙江省,舟山市,56
浙江省,台州市,浙江省,舟山市,77
安徽省,合肥市,浙江省,舟山市,35
浙江省,嘉兴市,浙江省,舟山市,81
浙江省,宁波市,浙江省,舟山市,533
安徽省,安庆市,浙江省,舟山市,15
安徽省,宣城市,浙江省,舟山市,8
安徽省,宿州市,浙江省,舟山市,14
江苏省,宿迁市,浙江省,舟山市,6
江苏省,常州市,浙江省,舟山市,23
江苏省,徐州市,浙江省,舟山市,22
江苏省,扬州市,浙江省,舟山市,15
江苏省,无锡市,浙江省,舟山市,38
浙江省,杭州市,浙江省,舟山市,213
安徽省,池州市,浙江省,舟山市,7
江苏省,泰州市,浙江省,舟山市,31
安徽省,淮北市,浙江省,舟山市,7
安徽省,淮南市,浙江省,舟山市,10
江苏省,淮安市,浙江省,舟山市,9
浙江省,温州市,浙江省,舟山市,74
浙江省,湖州市,浙江省,舟山市,31
安徽省,滁州市,浙江省,舟山市,2
江苏省,盐城市,浙江省,舟山市,19
浙江省,绍兴市,浙江省,舟山市,36
安徽省,芜湖市,浙江省,舟山市,12
江苏省,苏州市,浙江省,舟山市,123
安徽省,蚌埠市,浙江省,舟山市,21
浙江省,衢州市,浙江省,舟山市,12
江苏省,连云港市,浙江省,舟山市,24
浙江省,金华市,浙江省,舟山市,37
安徽省,铜陵市,浙江省,舟山市,1
江苏省,镇江市,浙江省,舟山市,11
安徽省,阜阳市,浙江省,舟山市,75
安徽省,马鞍山市,浙江省,舟山市,2
安徽省,黄山市,浙江省,舟山市,5
上海市,上海市,安徽省,芜湖市,859
浙江省,丽水市,安徽省,芜湖市,5
安徽省,亳州市,安徽省,芜湖市,101
安徽省,六安市,安徽省,芜湖市,115
江苏省,南京市,安徽省,芜湖市,469
江苏省,南通市,安徽省,芜湖市,62
浙江省,台州市,安徽省,芜湖市,38
安徽省,合肥市,安徽省,芜湖市,1644
浙江省,嘉兴市,安徽省,芜湖市,67
浙江省,宁波市,安徽省,芜湖市,79
安徽省,安庆市,安徽省,芜湖市,151
安徽省,宣城市,安徽省,芜湖市,1040
安徽省,宿州市,安徽省,芜湖市,102
江苏省,宿迁市,安徽省,芜湖市,23
江苏省,常州市,安徽省,芜湖市,81
江苏省,徐州市,安徽省,芜湖市,49
江苏省,扬州市,安徽省,芜湖市,54
江苏省,无锡市,安徽省,芜湖市,129
浙江省,杭州市,安徽省,芜湖市,206
安徽省,池州市,安徽省,芜湖市,149
江苏省,泰州市,安徽省,芜湖市,36
安徽省,淮北市,安徽省,芜湖市,38
安徽省,淮南市,安徽省,芜湖市,77
江苏省,淮安市,安徽省,芜湖市,28
浙江省,温州市,安徽省,芜湖市,33
浙江省,湖州市,安徽省,芜湖市,47
安徽省,滁州市,安徽省,芜湖市,120
江苏省,盐城市,安徽省,芜湖市,44
浙江省,绍兴市,安徽省,芜湖市,32
浙江省,舟山市,安徽省,芜湖市,7
江苏省,苏州市,安徽省,芜湖市,292
安徽省,蚌埠市,安徽省,芜湖市,84
浙江省,衢州市,安徽省,芜湖市,10
江苏省,连云港市,安徽省,芜湖市,16
浙江省,金华市,安徽省,芜湖市,30
安徽省,铜陵市,安徽省,芜湖市,361
江苏省,镇江市,安徽省,芜湖市,46
安徽省,阜阳市,安徽省,芜湖市,154
安徽省,马鞍山市,安徽省,芜湖市,2342
安徽省,黄山市,安徽省,芜湖市,100
上海市,上海市,江苏省,苏州市,22313
浙江省,丽水市,江苏省,苏州市,34
安徽省,亳州市,江苏省,苏州市,372
安徽省,六安市,江苏省,苏州市,457
江苏省,南京市,江苏省,苏州市,1637
江苏省,南通市,江苏省,苏州市,1831
浙江省,台州市,江苏省,苏州市,215
安徽省,合肥市,江苏省,苏州市,661
浙江省,嘉兴市,江苏省,苏州市,1993
浙江省,宁波市,江苏省,苏州市,716
安徽省,安庆市,江苏省,苏州市,199
安徽省,宣城市,江苏省,苏州市,181
安徽省,宿州市,江苏省,苏州市,552
江苏省,宿迁市,江苏省,苏州市,630
江苏省,常州市,江苏省,苏州市,1154
江苏省,徐州市,江苏省,苏州市,861
江苏省,扬州市,江苏省,苏州市,512
江苏省,无锡市,江苏省,苏州市,7796
浙江省,杭州市,江苏省,苏州市,1319
安徽省,池州市,江苏省,苏州市,91
江苏省,泰州市,江苏省,苏州市,794
安徽省,淮北市,江苏省,苏州市,138
安徽省,淮南市,江苏省,苏州市,140
江苏省,淮安市,江苏省,苏州市,596
浙江省,温州市,江苏省,苏州市,288
浙江省,湖州市,江苏省,苏州市,1338
安徽省,滁州市,江苏省,苏州市,535
江苏省,盐城市,江苏省,苏州市,1155
浙江省,绍兴市,江苏省,苏州市,318
浙江省,舟山市,江苏省,苏州市,85
安徽省,芜湖市,江苏省,苏州市,221
安徽省,蚌埠市,江苏省,苏州市,218
浙江省,衢州市,江苏省,苏州市,73
江苏省,连云港市,江苏省,苏州市,486
浙江省,金华市,江苏省,苏州市,306
安徽省,铜陵市,江苏省,苏州市,102
江苏省,镇江市,江苏省,苏州市,446
安徽省,阜阳市,江苏省,苏州市,376
安徽省,马鞍山市,江苏省,苏州市,148
安徽省,黄山市,江苏省,苏州市,58
上海市,上海市,安徽省,蚌埠市,861
浙江省,丽水市,安徽省,蚌埠市,8
安徽省,亳州市,安徽省,蚌埠市,938
安徽省,六安市,安徽省,蚌埠市,126
江苏省,南京市,安徽省,蚌埠市,509
江苏省,南通市,安徽省,蚌埠市,67
浙江省,台州市,安徽省,蚌埠市,122
安徽省,合肥市,安徽省,蚌埠市,1053
浙江省,嘉兴市,安徽省,蚌埠市,105
浙江省,宁波市,安徽省,蚌埠市,161
安徽省,安庆市,安徽省,蚌埠市,79
安徽省,宣城市,安徽省,蚌埠市,56
安徽省,宿州市,安徽省,蚌埠市,1010
江苏省,宿迁市,安徽省,蚌埠市,166
江苏省,常州市,安徽省,蚌埠市,125
江苏省,徐州市,安徽省,蚌埠市,178
江苏省,扬州市,安徽省,蚌埠市,86
江苏省,无锡市,安徽省,蚌埠市,140
